CARBOHYDRATES_G,CALCIUM_DV,SODIUM_MG,CALCIUM_MG,ITEM,SUGARS_G,VITAMINK_MCG,IRON_MG,TOTALFAT_G,VITAMINE_MG,VITAMINB6_MG,CARBOHYDRATES_DV,CALORIES,SATURATEDFAT_G,WEIGHT,SATURATEDFAT_DV,DIETARYFIBER_DV,SELENIUM_MCG,IODINE_MCG,VITAMINB12_MCG,CHOLESTEROL_MG,THIAMIN_MG,FOLICACID_MCG,VITAMINC_DV,DIETARYFIBER_G,RATION,PHOSPHOROUS_MG,MAGNESIUM_MG,SODIUM_DV,POTASSIUM_MG,VITAMINA_DV,IRON_DV,NIACIN_MG,TOTALFAT_DV,MENU,RIBOFLAVIN_MG,PROTEIN_G,TRANSFAT_G,CHOLESTEROL_DV,VITAMINC_MG,VITAMINA_IU,ZINC_MG,ITEMTYPE
3.33,6.0%,14.86,58.33,"Nuts>Almonds>Smoked",0,0,.66,10.47,4.16,.01,1.0%,120.46,.86,19,4.0%,7.000000000000001%,.57,.38,.02,0,.02,5.8,0.0%,1.71,MRE32,97.66,52.82,1.0%,120.65,0.0%,4.0%,.56,16.0%,MENU 2,.24,4.85,.01,0.0%,.19,0,.55,"MRE 32>Nuts"
6.25,1.0%,24.7,8.08,"Nuts>Cashews>Jalapeno",0,,1.03,7.71,.16,.06,2.0%,113.43,1.67,19,8.0%,6.0%,1.5,,.02,0,.06,9.01,0.0%,1.45,MRE32,91.77,45.79,1.0%,115.9,0.0%,6.0%,.23,12.0%,MENU 2,.06,3.8,.02,0.0%,.19,0,.89,"MRE 32>Nuts"
6.41,2.0%,101.64,17.14,"Nuts>Peanuts>Dry Roasted",0,,.5,13.94,1.17,.15,2.0%,171.08,1.6,28,8.0%,10.0%,15.79,5.32,.03,0,.04,16.3,0.0%,2.56,MRE32,114.8,57.4,4.0%,173.04,0.0%,3.0%,4.28,21.0%,MENU 2,.04,7.2,0,0.0%,.28,0,.73,"MRE 32>Nuts"
5.33,3.0%,47.07,27.85,"Group Average - MRE 32>Nuts",0,0,.73,10.71,1.83,.07,2.0%,134.99,1.38,22,7.000000000000001%,8.0%,5.95,.38,.03,0,.04,10.37,0.0%,1.91,MRE32,101.41,52,2.0%,136.53,0.0%,4.0%,1.69,16.0%,MENU 2,.11,5.28,.01,0.0%,.22,0,.72,"MRE 32>Nuts"
33.05,6.0%,431.52,56.23,Tortillas,0,,2.06,8.06,.52,.02,11.0%,222.58,2.22,62,11.0%,4.0%,9.92,2.5,.11,0,.24,60.7,1.0%,1.05,MRE32,155,12.15,18.0%,93.62,0.0%,11.0%,2.93,12.0%,MENU 2,.2,4.9,2.16,0.0%,.62,0,.31,Bread/Crax
4.41,16.0%,607.05,160.77,"Cheese Spread>Cheddar with Jalapeno Peppers and Vitamin D",0,0,.09,16.61,1.24,.79,1.0%,160.51,8.48,42.75,42.0%,1.0%,6.37,0,.1,45,.67,4.07,0.0%,.37,MRE32,268.28,6.54,25.0%,29.6,62.0%,1.0%,.04,26.0%,MENU 2,.12,5.22,.74,15.0%,.22,3101.85,.89,Spread
0,0.0%,0,0,"Seasoning Blend>Salt Free with Herbs and Citrus",0,0,0,0,0,0,0.0%,0,,.6,,,0,0,0,0,0,0,0.0%,,MRE32,0,0,0.0%,10, ,0.0%,0,0.0%,MENU 2,0,0,,0.0%,0,,0,Condiment
23.46,2.0%,39.2,22.57,"Coffee>Cappuccino>Irish Cream",0,,.12,2.69,.17,.02,8.0%,121.52,.66,28,3.0%,1.0%,1.04,,.09,0,.01,1.68,0.0%,.28,MRE32,71.68,5.96,2.0%,179.2,0.0%,1.0%,.4,4.0%,MENU 2,.21,1.06,1.17,0.0%,.28,0,.14,Beverage
2.75,1.0%,23.55,9.57,"Beverage Base>Sugar Free",0,0,.02,.02,.02,0,1.0%,11.3,0,3.2,0.0%,0.0%,.1,0,0,0,0,.19,0.0%,.03,MRE32,4.7,.15,1.0%,64,0.0%,0.0%,0,0.0%,MENU 2,0,.07,0,0.0%,.04,0,.01,"MRE 32>Accessory Packet B"
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE32,,,,,,,,,MENU 2,,,,,,,,"MRE 32>Accessory Packet B"
2.37,1.0%,23.55,9.57,"Group Average - MRE 32>Accessory Packet B",0,0,.02,.02,.02,0,1.0%,11.3,0,3.2,0.0%,0.0%,.1,0,0,0,0,.19,0.0%,.03,MRE32,4.7,.15,1.0%,64,0.0%,0.0%,0,0.0%,MENU 2,0,.07,0,0.0%,.04,0,.01,"MRE 32>Accessory Packet B"
154.99,0,2706.12,399.17,,0,1.6,11.34,64.5,6.78,1.58,0,1375.91,20.34,612.55,0,0,59.67,3.44,1.01,147.1,1.14,155.11,0,16.49,MRE32,1179.25,229.93,0,1636.83,0,0,17.09,0,MENU 2,1.18,52.01,8.64,0,9.7,3669.68,4.9,Total
15.28,3.0%,702.19,31.17,"Chicken>Noodles and Vegetables in Sauce",0,.67,1.84,7.64,.66,.38,5.0%,236.61,2.24,227,11.0%,11.0%,38.89,.91,.53,79.45,.07,41.16,4.0%,2.75,MRE32,251.14,35.41,28.999999999999996%,337.47,28.000000000000004%,10.0%,9.04,12.0%,MENU 3,.38,27.62,.05,26.0%,2.35,1380.93,1.97,Entree
23.46,9.0%,15.84,86.96,Nut and Raisin Mix with Pan Coated Chocolate Disks,0,,1.45,24.68,3.65,.3,8.0%,369.27,4.19,66,21.0%,37.0%,11.32,,.11,0,.09,70.72,1.0%,9.37,MRE32,,97.68,1.0%,405.57,0.0%,8.0%,5.63,38.0%,MENU 3,.18,13.17,.07,0.0%,.66,0,1.46,Snack
32.43,17.0%,369.36,172.71,"Snack Bread>Wheat",0,,1.98,6.21,.26,.05,11.0%,201.78,1.53,57,8.0%,7.000000000000001%,19.67,,.07,0,.25,58.14,1.0%,1.82,MRE32,148.2,18.87,15.0%,80.94,0.0%,11.0%,2.6,10.0%,MENU 3,.2,4.73,1.57,0.0%,.57,0,.43,Bread/Crax
10.8,2.0%,207.83,21.12,"Peanut Butter>Smooth",0,0,.78,20.4,3.94,1.82,4.0%,266.05,4.42,42.5,22.0%,10.0%,2,.51,.05,0,.71,28.56,74.0%,2.5,MRE32,158.1,73.1,9.0%,282.2,55.00000000000001%,4.0%,5.48,31.0%,MENU 3,.08,9.59,.02,0.0%,44.63,2749.8,1.35,Spread
17.28,0.0%,2.4,2.33,"Group Average - MRE 32>Jam/Jelly",0,0,.05,.01,0,0,6.0%,68.51,0,28,0.0%,1.0%,.06,0,0,0,0,0,3.0%,.25,MRE32,.32,.03,0.0%,11.8,0.0%,0.0%,0,0.0%,MENU 3,0,.08,0,0.0%,1.8,0,0,"MRE 32>Jam/Jelly"
.04,0.0%,22.6,.6,"Hot Sauce>Extra Hot 4x",0,,.06,.02,0,.01,0.0%,0,,4,,,,,0,0,0,0,0.0%,,MRE32,.68,.4,1.0%,4.12, ,0.0%,.01,0.0%,MENU 3,0,.03,,0.0%,0,,0,Condiment
33,0.0%,10,0,"Beverage Base>Carbohydrate Fortified>Formulation D",0,,,0,0,0,11.0%,130,,34,,,,,0,0,0,0,75.0%,,MRE32,,0,0.0%,, ,,0,0.0%,MENU 3,0,0,,0.0%,45,,0,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE32,,,,,,,,,MENU 3,,,,,,,,"MRE 32>Accessory Packet A"
1.09,0.0%,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0.0%,5.8,0,1.7,0.0%,2.0%,.05,,0,0,0,.12,0.0%,.38,MRE32,5.46,6.46,0.0%,57.46,0.0%,0.0%,.69,0.0%,MENU 3,.01,.36,0,0.0%,.02,0,.01,"MRE 32>Accessory Packet A"
2.08,0.0%,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,1.0%,21,0,4,0.0%,0.0%,,,0,0,0,0,0.0%,0,MRE32,18,0,0.0%,41,0.0%,0.0%,0,2.0%,MENU 3,0,.1,.5,0.0%,0,0,0,"MRE 32>Accessory Packet A"
4,0.0%,0,0,Sugar,0,,0,0,0,0,1.0%,15,,4,,,,,,0,0,0,0.0%,,MRE32,0,0,0.0%,0,,0.0%,0,0.0%,MENU 3,0,0,,0.0%,0,,0,"MRE 32>Accessory Packet A"
2.27,0.0%,4.12,1.14,"Group Average - MRE 32>Accessory Packet A",0,0,.02,.5,0,0,1.0%,13.6,0,3.23,0.0%,1.0%,.05,0,0,0,0,.06,0.0%,.19,MRE32,2.73,3.23,0.0%,28.73,0.0%,0.0%,.35,1.0%,MENU 3,0,.12,.25,0.0%,.01,0,0,"MRE 32>Accessory Packet A"
134.56,0,1334.34,316.03,,0,.67,6.18,59.46,8.51,2.56,0,1285.82,12.38,461.73,0,0,71.99,1.42,.76,79.45,1.12,198.64,0,16.88,MRE32,561.17,228.72,0,1150.83,0,0,23.11,0,MENU 3,.84,55.34,1.96,0,95.02,4130.73,5.21,Total
20.05,3.0%,927.67,33.22,Pork Sausage in Cream Gravy,0,0,.95,16.8,1.1,.14,7.000000000000001%,273.16,6.53,227,33.0%,8.0%,14.83,.34,.36,53.57,.06,15.89,13.0%,1.92,MRE32,110.55,19.33,39.0%,219.96,9.0%,5.0%,2.55,26.0%,MENU 4,.17,11.68,.8,18.0%,7.57,445.67,.93,Entree
38.02,13.0%,56.26,129.39,Granola with Milk and Bananas,0,,1.03,8.61,.34,.22,13.0%,256.5,3.84,57,19.0%,16.0%,13.45,.19,.49,10.26,.12,13.51,3.0%,3.95,MRE32,217.74,57,2.0%,343.14,7.000000000000001%,6.0%,.67,13.0%,MENU 4,.29,7.58,.14,3.0%,1.88,338.9,1.08,"MRE 32>Granola with Fruit"
37.45,14.000000000000002%,50.96,136.8,Granola with Milk and Blueberries,0,,1.16,8.61,.62,.12,12.0%,255.93,3.81,57,19.0%,15.0%,14.54,13.4,.55,9.46,.14,18.92,7.000000000000001%,3.85,MRE32,225.72,50.84,2.0%,338.01,4.0%,6.0%,.6,13.0%,MENU 4,.38,7.87,.15,3.0%,4.22,216,1.33,"MRE 32>Granola with Fruit"
37.73,13.0%,53.61,133.1,"Group Average - MRE 32>Granola with Fruit",0,0,1.09,8.61,.48,.17,13.0%,256.22,3.83,57,19.0%,16.0%,13.99,6.79,.52,9.86,.13,16.22,5.0%,3.9,MRE32,221.73,53.92,2.0%,340.58,6.0%,6.0%,.64,13.0%,MENU 4,.33,7.72,.14,3.0%,3.05,277.45,1.2,"MRE 32>Granola with Fruit"
35.75,2.0%,202.43,16.79,"Group Average - MRE 32>Toaster Pastry",0,0,2.09,6.12,1.18,.39,12.0%,206.31,1.89,51.5,9.0%,4.0%,2.83,0,.08,0,.16,29.78,1.0%,.92,MRE32,55.78,9.46,8.0%,79.71,12.0%,12.0%,2.65,9.0%,MENU 4,.29,2.6,.35,0.0%,.52,594.65,.29,"MRE 32>Toaster Pastry"
27.54,22.0%,169.99,222.94,"Crackers>Plain",0,,2.12,5.74,.53,.36,9.0%,174.68,1.23,38.6,6.0%,10.0%,2.33,,.05,0,.37,62.32,2.0%,2.59,MRE32,44.15,10.47,7.000000000000001%,61.52,0.0%,12.0%,2.81,9.0%,MENU 4,.37,3.41,1.73,0.0%,1.04,11.1,.36,Bread/Crax
3.48,16.0%,622.05,161.39,"Cheese Spread>Cheddar>Plain with Vitamin D",0,,.09,17.12,1.14,1.14,1.0%,168.65,9.36,42.75,47.0%,2.0%,6.76,,.09,45,.6,5.25,2.0%,.46,MRE32,278.1,6.41,26.0%,20.95,60.0%,0.0%,.02,26.0%,MENU 4,.11,5.15,.8,15.0%,1.03,3010.8,.88,Spread
33,0.0%,10,0,"Beverage Base>Carbohydrate Fortified>Formulation D",0,,,0,0,0,11.0%,130,,34,,,,,0,0,0,0,75.0%,,MRE32,,0,0.0%,, ,,0,0.0%,MENU 4,0,0,,0.0%,45,,0,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE32,,,,,,,,,MENU 4,,,,,,,,"MRE 32>Accessory Packet A"
1.09,0.0%,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0.0%,5.8,0,1.7,0.0%,2.0%,.05,,0,0,0,.12,0.0%,.38,MRE32,5.46,6.46,0.0%,57.46,0.0%,0.0%,.69,0.0%,MENU 4,.01,.36,0,0.0%,.02,0,.01,"MRE 32>Accessory Packet A"
2.08,0.0%,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,1.0%,21,0,4,0.0%,0.0%,,,0,0,0,0,0.0%,0,MRE32,18,0,0.0%,41,0.0%,0.0%,0,2.0%,MENU 4,0,.1,.5,0.0%,0,0,0,"MRE 32>Accessory Packet A"
4,0.0%,0,0,Sugar,0,,0,0,0,0,1.0%,15,,4,,,,,,0,0,0,0.0%,,MRE32,0,0,0.0%,0,,0.0%,0,0.0%,MENU 4,0,0,,0.0%,0,,0,"MRE 32>Accessory Packet A"
2.27,0.0%,4.12,1.14,"Group Average - MRE 32>Accessory Packet A",0,0,.02,.5,0,0,1.0%,13.6,0,3.23,0.0%,1.0%,.05,0,0,0,0,.06,0.0%,.19,MRE32,2.73,3.23,0.0%,28.73,0.0%,0.0%,.35,1.0%,MENU 4,0,.12,.25,0.0%,.01,0,0,"MRE 32>Accessory Packet A"
159.82,0,1989.87,568.58,,0,0,6.36,54.89,4.43,2.2,0,1222.62,22.84,454.08,0,0,40.79,7.13,1.1,108.43,1.32,129.52,0,9.98,MRE32,713.04,102.82,0,751.45,0,0,9.02,0,MENU 4,1.27,30.68,4.07,0,58.22,4339.67,3.66,Total
8.47,20.0%,928.43,196.66,Chicken with Tomatoes and Feta Cheese,0,0,.9,7.64,1.5,.48,3.0%,205.96,3.31,227,17.0%,12.0%,21.04,.37,.64,103.06,.05,31.7,17.0%,3.09,MRE32,367.74,40.71,39.0%,473.67,8.0%,5.0%,10.91,12.0%,MENU 5,.36,28.75,.21,34.0%,9.99,378.33,2.31,Entree
33.32,5.0%,486.11,45.11,Cornbread Stuffing,0,4.69,1.57,5.3,.65,.06,11.0%,201.64,1.77,142,9.0%,11.0%,11.5,,.18,6.86,.11,28.07,2.0%,2.69,MRE32,75.78,17.18,20.0%,148.44,0.0%,9.0%,2.09,8.0%,MENU 5,.19,5.49,.44,2.0%,1.42,0,.41,Side
47.45,3.0%,70.2,27.56,"First Strike Bar>Regular>Apple-Cinnamon",0,,.66,8.97,15.72,.92,16.0%,278.85,1.93,65,10.0%,9.0%,1.95,,.02,10,.38,246.35,51.0%,2.15,MRE32,,21,3.0%,117.65,1.0%,4.0%,5.14,14.000000000000002%,MENU 5,.57,3.58,1.92,3.0%,30.88,39.8,2.84,"MRE 32>First Strike Bar"
45.05,4.0%,33.61,39.72,"First Strike Bar>Regular>Chocolate",0,,3.16,9.43,15.93,.57,15.0%,278.2,3.08,65,15.0%,9.0%,1.95,,1.89,5,.49,252.2,41.0%,2.34,MRE32,,40.04,1.0%,206.7,1.0%,18.0%,5.54,15.0%,MENU 5,.6,3.77,1.88,2.0%,24.44,40.8,3.39,"MRE 32>First Strike Bar"
46.25,3.0%,51.9,33.64,"Group Average - MRE 32>First Strike Bar",0,0,1.91,9.2,15.82,.75,15.0%,278.53,2.51,65,13.0%,9.0%,1.95,0,.95,7.5,.44,249.28,46.0%,2.24,MRE32,0,30.52,2.0%,162.18,1.0%,11.0%,5.34,14.000000000000002%,MENU 5,.59,3.67,1.9,3.0%,27.66,40.3,3.12,"MRE 32>First Strike Bar"
26.9,85.0%,245.29,848.71,"Crackers>Vegetable",0,,1.76,5,.57,.35,9.0%,165.64,1.05,37.93,5.0%,6.0%,3.29,,.09,0,.26,51.38,1.0%,1.56,MRE32,41.58,48.78,10.0%,77,4.0%,10.0%,2.52,8.0%,MENU 5,.36,3.47,1.63,0.0%,.32,194,.35,Bread/Crax
3.48,16.0%,622.05,161.39,"Cheese Spread>Cheddar>Plain with Vitamin D",0,,.09,17.12,1.14,1.14,1.0%,168.65,9.36,42.75,47.0%,2.0%,6.76,,.09,45,.6,5.25,2.0%,.46,MRE32,278.1,6.41,26.0%,20.95,60.0%,0.0%,.02,26.0%,MENU 5,.11,5.15,.8,15.0%,1.03,3010.8,.88,Spread
23.54,0.0%,154.08,4.13,"Beverage Powder>Carbohydrate Electrolyte",0,,.05,.02,.12,0,8.0%,94.08,0,24,0.0%,1.0%,.72,,.03,0,0,1.44,0.0%,.24,MRE32,48.24,.24,6.0%,60.96,0.0%,0.0%,.01,0.0%,MENU 5,0,.02,0,0.0%,.24,0,.01,Beverage
46.98,1.0%,21,7.9,"Dried Fruit>Cranberries",0,3.8,.15,.45,.78,.01,16.0%,191.52,.03,56,0.0%,10.0%,1.68,,.07,0,.01,3.36,1.0%,2.55,MRE32,4.08,3.16,1.0%,31.42,0.0%,1.0%,.07,1.0%,MENU 5,.01,.34,0,0.0%,.56,0,.06,"MRE 32>Dried Fruit"
34.31,2.0%,9.85,17.24,"Dried Fruit>Raisins",0,.68,.52,.39,.16,.04,11.0%,144.91,.19,43,1.0%,6.0%,1.29,,.05,0,.03,2.58,1.0%,1.57,MRE32,27.91,9.33,0.0%,252.41,0.0%,3.0%,.22,1.0%,MENU 5,.01,1.33,0,0.0%,.43,0,.26,"MRE 32>Dried Fruit"
40.65,1.0%,15.42,12.57,"Group Average - MRE 32>Dried Fruit",0,2.24,.33,.42,.47,.02,14.000000000000002%,168.22,.11,49.5,1.0%,8.0%,1.49,0,.06,0,.02,2.97,1.0%,2.06,MRE32,15.99,6.25,1.0%,141.91,0.0%,2.0%,.15,1.0%,MENU 5,.01,.83,0,0.0%,.5,0,.16,"MRE 32>Dried Fruit"
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE32,,,,,,,,,MENU 5,,,,,,,,"MRE 32>Accessory Packet A"
1.09,0.0%,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0.0%,5.8,0,1.7,0.0%,2.0%,.05,,0,0,0,.12,0.0%,.38,MRE32,5.46,6.46,0.0%,57.46,0.0%,0.0%,.69,0.0%,MENU 5,.01,.36,0,0.0%,.02,0,.01,"MRE 32>Accessory Packet A"
2.08,0.0%,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,1.0%,21,0,4,0.0%,0.0%,,,0,0,0,0,0.0%,0,MRE32,18,0,0.0%,41,0.0%,0.0%,0,2.0%,MENU 5,0,.1,.5,0.0%,0,0,0,"MRE 32>Accessory Packet A"
4,0.0%,0,0,Sugar,0,,0,0,0,0,1.0%,15,,4,,,,,,0,0,0,0.0%,,MRE32,0,0,0.0%,0,,0.0%,0,0.0%,MENU 5,0,0,,0.0%,0,,0,"MRE 32>Accessory Packet A"
2.27,0.0%,4.12,1.14,"Group Average - MRE 32>Accessory Packet A",0,0,.02,.5,0,0,1.0%,13.6,0,3.23,0.0%,1.0%,.05,0,0,0,0,.06,0.0%,.19,MRE32,2.73,3.23,0.0%,28.73,0.0%,0.0%,.35,1.0%,MENU 5,0,.12,.25,0.0%,.01,0,0,"MRE 32>Accessory Packet A"
184.88,0,2507.4,1303.35,,0,6.93,6.63,45.2,20.27,2.8,0,1296.32,18.11,591.41,0,0,46.8,.37,2.04,162.42,1.48,370.15,0,12.53,MRE32,830.16,153.32,0,1113.84,0,0,21.39,0,MENU 5,1.62,47.5,5.23,0,41.17,3623.43,7.24,Total
17.71,3.0%,811.15,32.31,Beef Pot Roast with Vegetables,0,1.52,3.06,2.42,.97,.33,6.0%,184.48,.75,227,4.0%,10.0%,10.52,.31,1.66,40.54,.04,18.92,4.0%,2.44,MRE32,362.44,35.34,34.0%,584.15,33.0%,17.0%,7.15,4.0%,MENU 6,.45,24.29,.05,14.000000000000002%,2.27,1658.4,4.12,Entree
