CARBOHYDRATES_G,CALCIUM_DV,SODIUM_MG,CALCIUM_MG,ITEM,SUGARS_G,IRON_MG,TOTALFAT_G,VITAMINE_MG,VITAMINB6_MG,CARBOHYDRATES_DV,CALORIES,SATURATEDFAT_G,WEIGHT,SATURATEDFAT_DV,DIETARYFIBER_DV,SELENIUM_MCG,VITAMINB12_MCG,CHOLESTEROL_MG,THIAMIN_MG,FOLICACID_MCG,VITAMINC_DV,DIETARYFIBER_G,RATION,PHOSPHOROUS_MG,MAGNESIUM_MG,SODIUM_DV,POTASSIUM_MG,VITAMINA_DV,IRON_DV,NIACIN_MG,TOTALFAT_DV,MENU,RIBOFLAVIN_MG,PROTEIN_G,TRANSFAT_G,CHOLESTEROL_DV,VITAMINC_MG,VITAMINA_IU,ZINC_MG,ITEMTYPE
6.08,.01,666.5,13.27,"Turkey Snacks>Smoked>Nuggets",0,.76,3.83,.4,.21,.02,126.85,1.09,43,.05,.02,25.97,1.04,52.46,.01,6.34,.15,.38,FSR2012,169.85,20.36,.28,368.51,.01,.04,6.67,.06,MENU 5,.12,17.24,.11,.17,9.03,56.75,1.87,Snack
26.99,.01,47.43,10.92,"First Strike Bar>Mini>Cran-Raspberry",0,.34,2.54,6.89,.48,.09,135.98,.64,35,.03,.08,1.63,.76,3.91,.22,109.03,.31,1.9,FSR2012,36.86,14.89,.02,70.88,0,.02,3.8,.04,MENU 5,.4,1.44,.62,.01,18.46,0,2,Snack
23.46,.09,15.84,86.96,Nut and Raisin Mix with Pan Coated Chocolate Disks,0,1.45,24.68,3.65,.3,.08,369.27,4.19,66,.21,.37,11.32,.11,0,.09,70.72,.01,9.37,FSR2012,,97.68,.01,405.57,0,.08,5.63,.38,MENU 5,.18,13.17,.07,0,.66,0,1.46,Snack
35.31,.01,164.09,12.73,"Toaster Pastry>Frosted Brown Sugar Cinnamon",0,1.88,6.06,1.14,.31,.12,204.09,1.72,51,.09,.04,2.76,.06,0,.17,40.06,.01,.94,FSR2012,38.75,6.55,.07,48.65,.11,.1,2.39,.09,MENU 5,.25,2.45,.66,0,.51,536.7,.23,Snack
42.12,.03,205.2,27.7,"Toasted Corn Kernels>Plain",0,.86,8.21,1.3,.13,.14,259.92,.76,57,.04,.17,4.62,.07,0,.02,5.24,.01,4.14,FSR2012,102.03,39.73,.09,58.14,0,.05,1.16,.13,MENU 5,.04,4.25,.02,0,.57,0,.93,Snack
28,.01,22.3,6.48,"Energy Gel>Mixed Berry",0,.06,5,.82,0,.09,150,,60,,,.1,0,0,0,0,0,,FSR2012,1.33,2.26,.01,36.47,0,0,0,.08,MENU 5,0,0,,0,0,0,.01,Snack
27.54,.22,169.99,222.94,"Crackers>Plain",0,2.12,5.74,.53,.36,.09,174.68,1.23,38.6,.06,.1,2.33,.05,0,.37,62.32,.02,2.59,FSR2012,44.15,10.47,.07,61.52,0,.12,2.81,.09,MENU 5,.37,3.41,1.73,0,1.04,11.1,.36,Bread/Crax
10.8,.02,207.83,21.12,"Peanut Butter>Smooth",0,.78,20.4,3.94,1.82,.04,266.05,4.42,42.5,.22,.1,2,.05,0,.71,28.56,.74,2.5,FSR2012,158.1,73.1,.09,282.2,.55,.04,5.48,.31,MENU 5,.08,9.59,.02,0,44.63,2749.8,1.35,Spread
12,,150,,"Caffeinated Mints FSR>Peppermint",0,,,,.4,.04,30,,11,,,,4.5,,.15,,,,FSR2012,,,.06,, ,,2,,MENU 5,,,,,,,,Candy
50.52,.27,230.3,270.9,Chocolate Protein Drink,0,12.32,1.69,,.88,.17,271.6,1,70,.05,.21,,,5.6,.58,,.43,5.18,FSR2012,,,.1,,.29,.68,11.76,.03,MENU 5,.64,13.59,.02,.02,25.69,1428,,Beverage
42.54,.01,87.89,6.82,"Beverage Base>Ergo>Formulation E",0,.12,.05,.21,0,.14,171.08,0,47,0,.02,1.41,.06,0,.01,2.82,.62,.47,FSR2012,2.87,2.39,.04,4.7,0,.01,.01,0,MENU 5,.01,.28,0,0,37.08,0,.04,Beverage
31.46,.01,12.5,13.75,"Fruits>Wet Pack>Applesauce>Carbohydrate Enhanced>Cinnamon",0,0,.08,,,.1,127.5,.03,125,0,.09,,,0,,,.02,2.13,FSR2012,,,.01,,0,0,,0,MENU 5,,.19,0,0,1.12,0,,Fruit
2,,,,"Chewing Gum>Xylitol",0,,,,,.01,,,3.2,,,,,,,,,,FSR2012,,,,,,,,,MENU 5,,,,,,,,FSR 2012 Accessory Packet C
0,0,1550.32,0,"Salt>Iodized",0,.01,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,FSR2012,0,.04,.65,.32,,0,0,0,MENU 5,0,0,,0,0,,0,FSR 2012 Accessory Packet C
1,0,1550.32,0,Group Average - FSR 2012 Accessory Packet C,0,.01,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,FSR2012,0,.04,.65,.32,0,0,0,0,MENU 5,0,0,0,0,0,0,0,FSR 2012 Accessory Packet C
439.34,0,5197.62,831.25,,0,24.66,99.29,19.5,5.3,0,3026.56,21.63,960.9,0,0,103.5,9.62,115.68,2.89,435.89,0,34.9,FSR2012,948.19,337.28,0,1991.54,0,0,57.43,0,MENU 5,2.68,102.73,6.85,0,139.78,5495.55,10.41,Total
58.16,.1,1205,103.75,"Filled Wrap>Barbecue Seasoned Pork",0,2.38,7.59,0,.15,.19,343.75,2.63,125,.13,.08,21.25,0,13.75,.4,55.63,0,2,FSR2012,227.5,22.5,.5,262.5,.14,.13,5.75,.12,MENU 6,.28,10.75,.13,.05,0,676.3,.75,Entree
1.53,.02,360.47,16.95,"Chicken Breast Fillets>Garlic and Herb",0,.45,1.32,0,.25,.01,120.91,.43,113,.02,.02,18.08,0,64.41,.05,0,0,.57,FSR2012,302.84,32.77,.15,374.03,0,.03,14.58,.02,MENU 6,.12,25.7,.01,.21,0,0,.57,Entree
52.17,.07,301.74,67.4,"Filled Bakery>Apple Turnover",0,2.04,7.14,.5,.06,.17,294.22,2.38,94,.12,.12,10.81,.23,0,.22,57.25,.47,2.96,FSR2012,55.84,16.54,.13,129.72,0,.11,2.38,.11,MENU 6,.25,4.95,1.71,0,28.01,0,.55,Snack
11.47,0,413.23,4.3,"Beef Snacks>Cranberry>Nuggets",0,.69,3.12,,,.04,125.99,1.32,43,.07,.02,,,33.11,,,0,.47,FSR2012,,,.17,442.9,0,.04,,.05,MENU 6,,12.98,.21,.11,0,0,,Snack
21.6,.06,23.52,58,"Dessert Bar>Mocha",0,1.17,14.36,1.1,.02,.07,225.2,7.08,40,.35,.29,2.24,.24,20.44,.02,4,.01,7.36,FSR2012,98.8,24.96,.01,264.8,.04,.06,.29,.22,MENU 6,.09,2.76,1.5,.07,.4,220.2,.56,Snack
44.59,.02,162.5,20,Caffeinated Chocolate Pudding,0,1.25,7.36,,,.15,252.5,2.16,125,.11,.03,,,0,,,0,.63,FSR2012,,,.07,,0,.07,,.11,MENU 6,,1.85,3.11,0,0,0,,Snack
25.55,.01,37.8,14.84,"First Strike Bar>Mini>Apple-Cinnamon",0,.36,4.83,8.46,.49,.09,150.15,1.04,35,.05,.05,1.05,1.02,,.21,132.65,.28,1.16,FSR2012,,11.31,.02,63.35,.01,.02,2.77,.07,MENU 6,.31,1.93,1.04,,16.63,42.8,1.53,Snack
35.14,.1,426.36,102,"Filled Pretzels>Cheddar",0,.42,8.36,.62,.06,.12,232.56,4.69,51,.23,.04,7.85,.3,1.25,.04,8.21,.01,1.06,FSR2012,196.35,17.9,.18,207.57,0,.02,.66,.13,MENU 6,.21,4.79,.05,0,.51,0,.43,Snack
30.96,.02,286.9,15.31,"Bagel>Plain",0,2.21,1.69,0,.05,.1,163.3,.41,56.7,.02,.07,11.91,0,0,.32,67.47,0,1.81,FSR2012,53.87,17.58,.12,68.61,0,.12,3.33,.03,MENU 6,.23,6.11,.06,0,0,0,.45,Bread/Crax
3.7,.16,612,159.38,"Cheese Spread>Cheddar>Plain",0,.09,17,.98,.92,.01,167.03,9.1,42.5,.45,.02,6.55,.09,50.12,.51,3.61,.1,.43,FSR2012,274.98,6.33,.26,19.81,.5,0,.03,.26,MENU 6,.11,5.14,.79,.17,6.12,2490,.88,Spread
10,,,,"Caffeinated Gum>Cinnamon",0,,,,,.03,50,,12.5,,,,,,,,,,FSR2012,,,,, ,,,,MENU 6,,,,,,,,Candy
10,,,,"Caffeinated Gum>Peppermint",0,,,,,.03,50,,15,,,,,,,,,,FSR2012,,,,, ,,,,MENU 6,,,,,,,,Candy
.04,0,22.6,.6,"Hot Sauce>Extra Hot 4x",0,.06,.02,0,.01,0,0,,4,,,,0,0,0,0,0,,FSR2012,.68,.4,.01,4.12, ,0,.01,0,MENU 6,0,.03,,0,0,,0,Condiment
42.56,.38,170.8,377.65,"Dairyshake Powder>Strawberry Banana>Fortified>70 grams",0,.21,11.03,.6,.1,.14,316.05,2.33,70,.12,.08,14.53,1.62,0,.09,10.05,.03,1.89,FSR2012,361.2,34.3,.07,600.95,.07,.01,.37,.17,MENU 6,.61,12.04,3.78,0,2.07,364.7,1.59,Beverage
42.54,.01,87.89,6.82,"Beverage Base>Ergo>Formulation E",0,.12,.05,.21,0,.14,171.08,0,47,0,.02,1.41,.06,0,.01,2.82,.62,.47,FSR2012,2.87,2.39,.04,4.7,0,.01,.01,0,MENU 6,.01,.28,0,0,37.08,0,.04,Beverage
46.98,.01,21,7.9,"Dried Fruit>Cranberries",0,.15,.45,.78,.01,.16,191.52,.03,56,0,.1,1.68,.07,0,.01,3.36,.01,2.55,FSR2012,4.08,3.16,.01,31.42,0,.01,.07,.01,MENU 6,.01,.34,0,0,.56,0,.06,Fruit
2,,,,"Chewing Gum>Xylitol",0,,,,,.01,,,3.2,,,,,,,,,,FSR2012,,,,,,,,,MENU 6,,,,,,,,FSR 2012 Accessory Packet C
0,0,1550.32,0,"Salt>Iodized",0,.01,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,FSR2012,0,.04,.65,.32,,0,0,0,MENU 6,0,0,,0,0,,0,FSR 2012 Accessory Packet C
1,0,1550.32,0,Group Average - FSR 2012 Accessory Packet C,0,.01,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,FSR2012,0,.04,.65,.32,0,0,0,0,MENU 6,0,0,0,0,0,0,0,FSR 2012 Accessory Packet C
437.99,0,5682.13,954.9,,0,11.61,84.32,13.25,2.12,0,2854.26,33.6,933.3,0,0,97.36,3.63,183.08,1.88,345.05,0,23.36,FSR2012,1579.01,190.18,0,2474.8,0,0,30.25,0,MENU 6,2.23,89.65,12.39,0,91.38,3794,7.41,Total
26.35,.04,594.01,42.48,"Sandwich>Shelf Stable>Nacho Flavored Beef",0,1.77,11.56,0,.12,.09,247.8,4.46,70.8,.22,.06,10.62,.96,20.53,.16,20.18,0,1.56,FSR2012,97,15.58,.25,150.1,0,.1,3.61,.18,MENU 7,.15,9.66,1.46,.07,0,0,1.42,Entree
5.86,.01,455.68,9.98,"Tuna>Chunk Light>Sweet and Spicy",0,1.15,1.42,0,.29,.02,147.2,.4,128,.02,.04,117.76,2.7,57.6,.07,0,.02,.9,FSR2012,256,37.12,.19,401.92,.05,.06,15.87,.02,MENU 7,.12,27.67,0,.19,1.15,262.4,.38,Entree
27.73,.03,409.84,31.21,"Baked Snack Crackers>Hot and Spicy Cheese",0,2.03,12.13,2.08,.09,.09,236.41,2.95,47,.15,.04,2.07,.17,3.06,.17,41.64,.01,1.07,FSR2012,57.81,11.47,.17,91.18,.07,.11,2.23,.19,MENU 7,.22,4.42,.14,.01,.66,361.9,.38,Snack
6.08,.01,666.5,13.27,"Turkey Snacks>Smoked>Nuggets",0,.76,3.83,.4,.21,.02,126.85,1.09,43,.05,.02,25.97,1.04,52.46,.01,6.34,.15,.38,FSR2012,169.85,20.36,.28,368.51,.01,.04,6.67,.06,MENU 7,.12,17.24,.11,.17,9.03,56.75,1.87,Snack
24.26,.02,18.1,21.39,"First Strike Bar>Mini>Chocolate",0,1.7,5.08,8.56,.31,.08,149.8,1.66,35,.08,.05,1.05,1.02,2.67,.27,135.8,.22,1.26,FSR2012,13.39,21.56,.01,111.3,.01,.09,2.98,.08,MENU 7,.32,2.03,1.01,.01,13.16,43.9,1.83,Snack
18.42,.04,5.6,43.12,"Nut and Fruit Mix>Sunflower Kernels and Infused Fruit",0,1.07,21.17,3.65,.31,.06,314.72,3.18,56,.16,.42,4.65,.07,0,.08,47.66,.01,10.58,FSR2012,190.96,91.84,0,339.92,0,.06,5.88,.33,MENU 7,.09,12.6,.03,0,.56,0,1.57,Snack
25.55,.01,37.8,14.84,"First Strike Bar>Mini>Apple-Cinnamon",0,.36,4.83,8.46,.49,.09,150.15,1.04,35,.05,.05,1.05,1.02,,.21,132.65,.28,1.16,FSR2012,,11.31,.02,63.35,.01,.02,2.77,.07,MENU 7,.31,1.93,1.04,,16.63,42.8,1.53,Snack
48.48,.05,319.44,51.92,"Filled Bakery>Blueberry Turnover",0,2.29,7.32,0,.07,.16,282.48,2.34,88,.12,.1,14.96,0,0,.37,53.42,0,2.55,FSR2012,55.44,17.6,.13,110.88,.01,.13,3.09,.11,MENU 7,.27,5.65,1.72,0,0,52.4,.53,Snack
27.54,.22,169.99,222.94,"Crackers>Plain",0,2.12,5.74,.53,.36,.09,174.68,1.23,38.6,.06,.1,2.33,.05,0,.37,62.32,.02,2.59,FSR2012,44.15,10.47,.07,61.52,0,.12,2.81,.09,MENU 7,.37,3.41,1.73,0,1.04,11.1,.36,Bread/Crax
32.43,.17,369.36,172.71,"Snack Bread>Wheat",0,1.98,6.21,.26,.05,.11,201.78,1.53,57,.08,.07,19.67,.07,0,.25,58.14,.01,1.82,FSR2012,148.2,18.87,.15,80.94,0,.11,2.6,.1,MENU 7,.2,4.73,1.57,0,.57,0,.43,Bread/Crax
10.43,.15,363.2,150.4,"Spread Soup Mix>Cheddar Potato with Bacon",0,.2,21.78,1.71,.04,.03,257.2,7.42,40,.37,.02,5.6,.58,38.4,.06,5.28,.01,.4,FSR2012,199.6,16,.15,235.6,.03,.01,.96,.34,MENU 7,.21,4.87,.56,.13,.44,141.6,.6,Spread
10,,,,"Caffeinated Gum>Cinnamon",0,,,,,.03,50,,12.5,,,,,,,,,,FSR2012,,,,, ,,,,MENU 7,,,,,,,,Candy
10,,,,"Caffeinated Gum>Cinnamon",0,,,,,.03,50,,12.5,,,,,,,,,,FSR2012,,,,, ,,,,MENU 7,,,,,,,,Candy
4.99,0,257.13,3.15,"Mayonnaise>Fat Free",0,.06,.11,.13,0,.02,21.57,.03,28.35,0,.03,.85,.03,1.42,.01,1.7,0,.75,FSR2012,3.09,1.02,.11,19.02,0,0,.01,0,MENU 7,.01,.14,0,0,.28,0,.02,Condiment
42.54,.01,87.89,6.82,"Beverage Base>Ergo>Formulation E",0,.12,.05,.21,0,.14,171.08,0,47,0,.02,1.41,.06,0,.01,2.82,.62,.47,FSR2012,2.87,2.39,.04,4.7,0,.01,.01,0,MENU 7,.01,.28,0,0,37.08,0,.04,Beverage
42.54,.01,87.89,6.82,"Beverage Base>Ergo>Formulation E",0,.12,.05,.21,0,.14,171.08,0,47,0,.02,1.41,.06,0,.01,2.82,.62,.47,FSR2012,2.87,2.39,.04,4.7,0,.01,.01,0,MENU 7,.01,.28,0,0,37.08,0,.04,Beverage
35.58,.01,15.23,6.37,"Fruits>Wet Pack>Applesauce>Carbohydrate Enhanced",0,.16,.13,.58,.06,.12,143.36,.01,128,0,.06,3.84,.15,0,.04,7.68,4.07,1.56,FSR2012,10.14,4.01,.01,84.61,0,.01,.08,0,MENU 7,.03,.26,.01,0,244.48,0,.07,Fruit
2,,,,"Chewing Gum>Xylitol",0,,,,,.01,,,3.2,,,,,,,,,,FSR2012,,,,,,,,,MENU 7,,,,,,,,FSR 2012 Accessory Packet A
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,0,0,0,.12,0,.38,FSR2012,5.46,6.46,0,57.46,0,0,.69,0,MENU 7,.01,.36,0,0,.02,0,.01,FSR 2012 Accessory Packet A
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,.02,1.46,0,0,.01,21,0,4,0,0,,0,0,0,0,0,0,FSR2012,18,0,0,41,0,0,0,.02,MENU 7,0,.1,.5,0,0,0,0,FSR 2012 Accessory Packet A
0,0,1550.32,0,"Salt>Iodized",0,.01,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,FSR2012,0,.04,.65,.32,,0,0,0,MENU 7,0,0,,0,0,,0,FSR 2012 Accessory Packet A
4,0,0,0,Sugar,0,0,0,0,0,.01,15,,4,,,,,0,0,0,0,,FSR2012,0,0,0,0,,0,0,0,MENU 7,0,0,,0,0,,0,FSR 2012 Accessory Packet A
1.82,0,390.67,.85,Group Average - FSR 2012 Accessory Packet A,0,.02,.38,0,0,.01,10.2,0,3.38,0,.01,.03,0,0,0,.04,0,.13,FSR2012,1.82,2.17,.16,19.26,0,0,.23,.01,MENU 7,0,.09,.25,0,0,0,0,FSR 2012 Accessory Packet A
400.6,0,4248.33,798.27,,0,15.91,101.79,26.78,2.4,0,2906.36,27.34,917.13,0,0,213.27,7.98,176.14,2.09,578.49,0,27.65,FSR2012,1253.19,284.16,0,2147.51,0,0,49.81,0,MENU 7,2.44,95.26,9.63,0,362.16,972.85,11.07,Total
44.42,.07,650.75,65.47,"Sandwich>Shelf Stable>Honey Barbecue Chicken",0,1.09,8.23,0,.14,.15,293.63,2.47,99.2,.12,.09,14.88,0,11.9,.2,29.07,0,2.28,FSR2012,131.94,27.78,.27,268.83,.12,.06,5.08,.13,MENU 8,.16,10.45,1.72,.04,0,614,.89,Entree
1.11,.02,493.85,17.68,"Tuna>Albacore",0,.32,.43,.38,.38,0,84.58,.09,85,0,.03,63.92,1.14,35,.08,5.1,.01,.85,FSR2012,184.6,26.52,.21,283.9,0,.02,13.01,.01,MENU 8,.07,19.38,.01,.12,.85,0,.3,Entree
52.27,.06,305.91,60.89,"Filled Bakery>Filled French Toast",0,2.53,10.1,.62,.06,.17,322.74,3.55,99,.18,.08,16.14,.12,0,.27,67.72,.02,2,FSR2012,58.91,16.04,.13,76.13,0,.14,2.83,.16,MENU 8,.28,6.83,1.83,0,.99,0,.7,Snack
4.91,.01,564.2,13.7,"Beef Snacks>Barbecue",0,1.16,2.78,.33,.05,.02,76.7,1.17,26,.06,.03,6.37,1.53,20,.03,5.36,0,.72,FSR2012,73.06,12.4,.24,173.94,.03,.06,1.38,.04,MENU 8,.15,8.61,.13,.07,.26,131.2,1.29,Snack
17.52,.08,48.8,79.2,"Dessert Bar>Chocolate Banana Nut",0,.97,17.88,1.24,.07,.06,236.8,7.24,40,.36,.33,3.52,.32,23.97,.02,7.12,.01,8.36,FSR2012,138.4,26.8,.02,286.8,.05,.05,.2,.28,MENU 8,.17,3.76,1.36,.08,.4,226.4,.61,Snack
24.94,.02,26.2,21,"First Strike Bar>Mini>Mocha",0,.75,5.06,7.17,.45,.08,150.15,1.99,35,.1,.07,1.17,.83,5.34,.25,103.95,.14,1.67,FSR2012,36.75,15.26,.01,81.03,0,.04,4.01,.08,MENU 8,.41,1.72,.81,.02,8.12,9.15,1.72,Snack
23.46,.09,15.84,86.96,Nut and Raisin Mix with Pan Coated Chocolate Disks,0,1.45,24.68,3.65,.3,.08,369.27,4.19,66,.21,.37,11.32,.11,0,.09,70.72,.01,9.37,FSR2012,,97.68,.01,405.57,0,.08,5.63,.38,MENU 8,.18,13.17,.07,0,.66,0,1.46,Snack
5.51,.02,608.4,15.21,"Beef Snacks>Teriyaki",0,1.23,2.94,.26,.06,.02,78.26,1.33,26,.07,.02,6.94,1.54,20,.03,5.82,0,.54,FSR2012,72.28,12.58,.25,167.44,.01,.07,1.37,.05,MENU 8,.15,7.8,.13,.07,.26,26.9,1.31,Snack
30,.05,470,54,Filled Crackers,0,2.4,11,,,.1,240,,48,,,,,0,,,,,FSR2012,,,.2,, ,.13,,.17,MENU 8,,4,,0,,,,Snack
30.96,.02,286.9,15.31,"Bagel>Plain",0,2.21,1.69,0,.05,.1,163.3,.41,56.7,.02,.07,11.91,0,0,.32,67.47,0,1.81,FSR2012,53.87,17.58,.12,68.61,0,.12,3.33,.03,MENU 8,.23,6.11,.06,0,0,0,.45,Bread/Crax
10,,,,"Caffeinated Gum>Cinnamon",0,,,,,.03,50,,12.5,,,,,,,,,,FSR2012,,,,, ,,,,MENU 8,,,,,,,,Candy
10,,,,"Caffeinated Gum>Peppermint",0,,,,,.03,50,,15,,,,,,,,,,FSR2012,,,,, ,,,,MENU 8,,,,,,,,Candy
4.99,0,257.13,3.15,"Mayonnaise>Fat Free",0,.06,.11,.13,0,.02,21.57,.03,28.35,0,.03,.85,.03,1.42,.01,1.7,0,.75,FSR2012,3.09,1.02,.11,19.02,0,0,.01,0,MENU 8,.01,.14,0,0,.28,0,.02,Condiment
42.54,.01,87.89,6.82,"Beverage Base>Ergo>Formulation E",0,.12,.05,.21,0,.14,171.08,0,47,0,.02,1.41,.06,0,.01,2.82,.62,.47,FSR2012,2.87,2.39,.04,4.7,0,.01,.01,0,MENU 8,.01,.28,0,0,37.08,0,.04,Beverage
41.23,.37,166.6,365.4,"Dairyshake Powder>Vanilla>Fortified 70 grams",0,.18,13.09,.43,.17,.14,324.8,1.89,70,.09,.03,10.36,1.65,,.06,10.71,.04,.7,FSR2012,376.6,31.78,.07,638.4,.11,.01,.35,.2,MENU 8,.59,11.69,3.61,,2.24,534.8,1.25,Beverage
31.46,.01,12.5,13.75,"Fruits>Wet Pack>Applesauce>Carbohydrate Enhanced>Cinnamon",0,0,.08,,,.1,127.5,.03,125,0,.09,,,0,,,.02,2.13,FSR2012,,,.01,,0,0,,0,MENU 8,,.19,0,0,1.12,0,,Fruit
2,,,,"Chewing Gum>Xylitol",0,,,,,.01,,,3.2,,,,,,,,,,FSR2012,,,,,,,,,MENU 8,,,,,,,,FSR 2012 Accessory Packet A
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,0,0,0,.12,0,.38,FSR2012,5.46,6.46,0,57.46,0,0,.69,0,MENU 8,.01,.36,0,0,.02,0,.01,FSR 2012 Accessory Packet A
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,.02,1.46,0,0,.01,21,0,4,0,0,,0,0,0,0,0,0,FSR2012,18,0,0,41,0,0,0,.02,MENU 8,0,.1,.5,0,0,0,0,FSR 2012 Accessory Packet A
0,0,1550.32,0,"Salt>Iodized",0,.01,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,FSR2012,0,.04,.65,.32,,0,0,0,MENU 8,0,0,,0,0,,0,FSR 2012 Accessory Packet A
4,0,0,0,Sugar,0,0,0,0,0,.01,15,,4,,,,,0,0,0,0,,FSR2012,0,0,0,0,,0,0,0,MENU 8,0,0,,0,0,,0,FSR 2012 Accessory Packet A
1.82,0,390.67,.85,Group Average - FSR 2012 Accessory Packet A,0,.02,.38,0,0,.01,10.2,0,3.38,0,.01,.03,0,0,0,.04,0,.13,FSR2012,1.82,2.17,.16,19.26,0,0,.23,.01,MENU 8,0,.09,.25,0,0,0,0,FSR 2012 Accessory Packet A
377.14,0,4385.64,819.39,,0,14.49,98.5,14.42,1.73,0,2770.58,24.39,882.13,0,0,148.82,7.33,117.63,1.37,377.6,0,31.78,FSR2012,1134.19,290,0,2493.63,0,0,37.44,0,MENU 8,2.41,94.22,9.98,0,52.26,1542.45,10.04,Total
38.9,.09,727,88.4,"Sandwich>Shelf Stable>Italian Style",0,2.14,13.8,1.06,.14,.13,319,4.25,100,.21,.08,20.4,.2,15,.21,51.9,.02,2.11,FSR2012,121,26.3,.3,244,.01,.12,3.51,.21,MENU 9,.23,11.3,1.91,.05,1,59,1.35,Entree
1.53,.02,360.47,16.95,"Chicken Breast Fillets>Garlic and Herb",0,.45,1.32,0,.25,.01,120.91,.43,113,.02,.02,18.08,0,64.41,.05,0,0,.57,FSR2012,302.84,32.77,.15,374.03,0,.03,14.58,.02,MENU 9,.12,25.7,.01,.21,0,0,.57,Entree
42.12,.03,205.2,27.7,"Toasted Corn Kernels>Plain",0,.86,8.21,1.3,.13,.14,259.92,.76,57,.04,.17,4.62,.07,0,.02,5.24,.01,4.14,FSR2012,102.03,39.73,.09,58.14,0,.05,1.16,.13,MENU 9,.04,4.25,.02,0,.57,0,.93,Snack
11.47,0,413.23,4.3,"Beef Snacks>Cranberry>Nuggets",0,.69,3.12,,,.04,125.99,1.32,43,.07,.02,,,33.11,,,0,.47,FSR2012,,,.17,442.9,0,.04,,.05,MENU 9,,12.98,.21,.11,0,0,,Snack
57.8,.09,397,89,"Filled Bakery>Cinnamon Bun",0,2.25,9.6,.5,.05,.19,319,2.32,100,.12,.1,14.7,.12,.98,.27,96.5,.06,2.43,FSR2012,70.9,16.3,.17,104,0,.13,3.7,.15,MENU 9,.28,6.33,1.6,0,3.8,0,.82,Snack
26.99,.01,47.43,10.92,"First Strike Bar>Mini>Cran-Raspberry",0,.34,2.54,6.89,.48,.09,135.98,.64,35,.03,.08,1.63,.76,3.91,.22,109.03,.31,1.9,FSR2012,36.86,14.89,.02,70.88,0,.02,3.8,.04,MENU 9,.4,1.44,.62,.01,18.46,0,2,Snack
44.59,.02,162.5,20,Caffeinated Chocolate Pudding,0,1.25,7.36,,,.15,252.5,2.16,125,.11,.03,,,0,,,0,.63,FSR2012,,,.07,,0,.07,,.11,MENU 9,,1.85,3.11,0,0,0,,Snack
33.05,.06,431.52,56.23,Tortillas,0,2.06,8.06,.52,.02,.11,222.58,2.22,62,.11,.04,9.92,.11,0,.24,60.7,.01,1.05,FSR2012,155,12.15,.18,93.62,0,.11,2.93,.12,MENU 9,.2,4.9,2.16,0,.62,0,.31,Bread/Crax
27.54,.22,169.99,222.94,"Crackers>Plain",0,2.12,5.74,.53,.36,.09,174.68,1.23,38.6,.06,.1,2.33,.05,0,.37,62.32,.02,2.59,FSR2012,44.15,10.47,.07,61.52,0,.12,2.81,.09,MENU 9,.37,3.41,1.73,0,1.04,11.1,.36,Bread/Crax
10.43,.15,363.2,150.4,"Spread Soup Mix>Cheddar Potato with Bacon",0,.2,21.78,1.71,.04,.03,257.2,7.42,40,.37,.02,5.6,.58,38.4,.06,5.28,.01,.4,FSR2012,199.6,16,.15,235.6,.03,.01,.96,.34,MENU 9,.21,4.87,.56,.13,.44,141.6,.6,Spread
12,,150,,"Caffeinated Mints FSR>Peppermint",0,,,,.4,.04,30,,11,,,,4.5,,.15,,,,FSR2012,,,.06,, ,,2,,MENU 9,,,,,,,,Candy
41.23,.37,166.6,365.4,"Dairyshake Powder>Vanilla>Fortified 70 grams",0,.18,13.09,.43,.17,.14,324.8,1.89,70,.09,.03,10.36,1.65,,.06,10.71,.04,.7,FSR2012,376.6,31.78,.07,638.4,.11,.01,.35,.2,MENU 9,.59,11.69,3.61,,2.24,534.8,1.25,Beverage
42.54,.01,87.89,6.82,"Beverage Base>Ergo>Formulation E",0,.12,.05,.21,0,.14,171.08,0,47,0,.02,1.41,.06,0,.01,2.82,.62,.47,FSR2012,2.87,2.39,.04,4.7,0,.01,.01,0,MENU 9,.01,.28,0,0,37.08,0,.04,Beverage
34.31,.02,9.85,17.24,"Dried Fruit>Raisins",0,.52,.39,.16,.04,.11,144.91,.19,43,.01,.06,1.29,.05,0,.03,2.58,.01,1.57,FSR2012,27.91,9.33,0,252.41,0,.03,.22,.01,MENU 9,.01,1.33,0,0,.43,0,.26,Fruit
